selected_packet,valid,invalid,avg_degree
1,12,8,1.0
1,12,9,1.0
1,12,10,1.0
1,12,11,1.0
1,12,12,1.0
1,12,13,1.0
1,12,14,1.0
1,12,15,1.0
1,12,16,1.0
1,12,17,1.0
1,12,18,1.0
1,12,19,1.0
1,13,0,4.63
1,13,1,1.04
1,13,2,1.03
1,13,3,1.0
1,13,4,1.03
1,13,5,1.0
1,13,6,1.0
1,13,7,1.0
1,13,8,1.0
1,13,9,1.0
1,13,10,1.0
1,13,11,1.0
1,13,12,1.0
1,13,13,1.0
1,13,14,1.0
1,13,15,1.0
1,13,16,1.0
1,13,17,1.0
1,13,18,1.0
1,13,19,1.0
1,14,0,4.64
1,14,1,1.1
1,14,2,1.01
1,14,3,1.01
1,14,4,1.0
1,14,5,1.0
1,14,6,1.0
1,14,7,1.0
1,14,8,1.0
1,14,9,1.0
1,14,10,1.0
1,14,11,1.0
1,14,12,1.0
1,14,13,1.0
1,14,14,1.0
1,14,15,1.0
1,14,16,1.0
1,14,17,1.0
1,14,18,1.0
1,14,19,1.0
1,15,0,4.47
1,15,1,1.04
1,15,2,1.0
1,15,3,1.0
1,15,4,1.01
1,15,5,1.0
1,15,6,1.0
1,15,7,1.0
1,15,8,1.0
1,15,9,1.0
1,15,10,1.0
1,15,11,1.0
1,15,12,1.0
1,15,13,1.0
1,15,14,1.0
1,15,15,1.0
1,15,16,1.0
1,15,17,1.0
1,15,18,1.0
1,15,19,1.0
1,16,0,4.45
1,16,1,1.02
1,16,2,1.0
1,16,3,1.0
1,16,4,1.0
1,16,5,1.0
1,16,6,1.0
1,16,7,1.0
1,16,8,1.0
1,16,9,1.0
1,16,10,1.0
1,16,11,1.0
1,16,12,1.0
1,16,13,1.0
1,16,14,1.0
1,16,15,1.0
1,16,16,1.0
1,16,17,1.0
1,16,18,1.0
1,16,19,1.0
1,17,0,4.45
1,17,1,1.02
1,17,2,1.01
1,17,3,1.0
1,17,4,1.0
1,17,5,1.0
1,17,6,1.0
1,17,7,1.0
1,17,8,1.0
1,17,9,1.0
1,17,10,1.0
1,17,11,1.0
1,17,12,1.0
1,17,13,1.0
1,17,14,1.0
1,17,15,1.0
1,17,16,1.0
1,17,17,1.0
1,17,18,1.0
1,17,19,1.0
1,18,0,4.44
1,18,1,1.01
1,18,2,1.0
1,18,3,1.0
1,18,4,1.01
1,18,5,1.0
1,18,6,1.0
1,18,7,1.0
1,18,8,1.0
1,18,9,1.0
1,18,10,1.0
1,18,11,1.0
1,18,12,1.0
1,18,13,1.0
1,18,14,1.0
1,18,15,1.0
1,18,16,1.0
1,18,17,1.0
1,18,18,1.0
1,18,19,1.0
1,19,0,4.43
1,19,1,1.0
1,19,2,1.01
1,19,3,1.0
1,19,4,1.0
1,19,5,1.0
1,19,6,1.0
1,19,7,1.0
1,19,8,1.0
1,19,9,1.0
1,19,10,1.0
1,19,11,1.0
1,19,12,1.0
1,19,13,1.0
1,19,14,1.0
1,19,15,1.0
1,19,16,1.0
1,19,17,1.0
1,19,18,1.0
1,19,19,1.0
2,0,1,82.97
2,0,2,44.02
2,0,3,22.64
2,0,4,12.74
2,0,5,6.89
2,0,6,4.45
2,0,7,2.92
2,0,8,2.06
2,0,9,1.41
2,0,10,1.26
2,0,11,1.25
2,0,12,1.08
2,0,13,1.07
2,0,14,1.03
2,0,15,1.03
2,0,16,1.01
2,0,17,1.0
2,0,18,1.01
2,0,19,1.01
2,1,0,94.58
2,1,1,45.36
2,1,2,23.83
2,1,3,12.3
2,1,4,7.02
2,1,5,3.81
2,1,6,2.79
2,1,7,2.07
2,1,8,1.46
2,1,9,1.28
2,1,10,1.2
2,1,11,1.11
2,1,12,1.02
2,1,13,1.04
2,1,14,1.01
2,1,15,1.0
2,1,16,1.0
2,1,17,1.0
2,1,18,1.0
2,1,19,1.0
2,2,0,53.04
2,2,1,24.22
2,2,2,12.72
2,2,3,7.22
2,2,4,4.05
2,2,5,2.96
2,2,6,2.05
2,2,7,1.56
2,2,8,1.24
2,2,9,1.13
2,2,10,1.19
2,2,11,1.04
2,2,12,1.03
2,2,13,1.05
2,2,14,1.0
2,2,15,1.0
2,2,16,1.0
2,2,17,1.0
2,2,18,1.0
2,2,19,1.0
2,3,0,30.47
2,3,1,14.44
2,3,2,7.78
2,3,3,4.54
2,3,4,2.7
2,3,5,1.97
2,3,6,1.51
2,3,7,1.32
2,3,8,1.2
2,3,9,1.13
2,3,10,1.05
2,3,11,1.02
2,3,12,1.02
2,3,13,1.02
2,3,14,1.01
2,3,15,1.0
2,3,16,1.0
2,3,17,1.0
2,3,18,1.0
2,3,19,1.0
2,4,0,18.12
2,4,1,8.35
2,4,2,4.65
2,4,3,2.95
2,4,4,1.98
2,4,5,1.47
2,4,6,1.32
2,4,7,1.15
2,4,8,1.15
2,4,9,1.07
2,4,10,1.01
2,4,11,1.02
2,4,12,1.01
2,4,13,1.0
2,4,14,1.0
2,4,15,1.0
2,4,16,1.0
2,4,17,1.01
2,4,18,1.0
2,4,19,1.0
2,5,0,12.39
2,5,1,5.32
2,5,2,2.93
2,5,3,2.11
2,5,4,1.47
2,5,5,1.35
2,5,6,1.15
2,5,7,1.06
2,5,8,1.02
2,5,9,1.04
2,5,10,1.0
2,5,11,1.0
2,5,12,1.0
2,5,13,1.01
2,5,14,1.0
2,5,15,1.0
2,5,16,1.0
2,5,17,1.0
2,5,18,1.0
2,5,19,1.0
2,6,0,9.13
2,6,1,3.07
2,6,2,2.19
2,6,3,1.55
2,6,4,1.45
2,6,5,1.13
2,6,6,1.09
2,6,7,1.06
2,6,8,1.03
2,6,9,1.01
2,6,10,1.02
2,6,11,1.0
2,6,12,1.0
2,6,13,1.01
2,6,14,1.0
2,6,15,1.0
2,6,16,1.0
2,6,17,1.0
2,6,18,1.0
2,6,19,1.0
2,7,0,6.92
2,7,1,2.41
2,7,2,1.74
2,7,3,1.35
2,7,4,1.18
2,7,5,1.12
2,7,6,1.04
2,7,7,1.04
2,7,8,1.0
2,7,9,1.0
2,7,10,1.0
2,7,11,1.01
2,7,12,1.0
2,7,13,1.0
2,7,14,1.0
2,7,15,1.0
2,7,16,1.0
2,7,17,1.0
2,7,18,1.0
2,7,19,1.0
2,8,0,6.29
2,8,1,1.68
2,8,2,1.3
2,8,3,1.25
2,8,4,1.13
2,8,5,1.04
2,8,6,1.03
2,8,7,1.05
2,8,8,1.01
2,8,9,1.0
2,8,10,1.0
2,8,11,1.01
2,8,12,1.01
2,8,13,1.0
2,8,14,1.01
2,8,15,1.0
2,8,16,1.0
2,8,17,1.0
2,8,18,1.0
2,8,19,1.0
2,9,0,5.55
2,9,1,1.35
2,9,2,1.08
2,9,3,1.12
2,9,4,1.07
2,9,5,1.08
2,9,6,1.03
2,9,7,1.01
2,9,8,1.0
2,9,9,1.0
2,9,10,1.0
2,9,11,1.0
2,9,12,1.0
2,9,13,1.0
2,9,14,1.0
2,9,15,1.0
2,9,16,1.0
2,9,17,1.0
2,9,18,1.0
2,9,19,1.0
2,10,0,5.24
2,10,1,1.24
2,10,2,1.15
2,10,3,1.1
2,10,4,1.02
2,10,5,1.06
2,10,6,1.01
2,10,7,1.01
2,10,8,1.0
2,10,9,1.0
2,10,10,1.0
2,10,11,1.0
2,10,12,1.0
2,10,13,1.0
2,10,14,1.0
2,10,15,1.0
2,10,16,1.0
2,10,17,1.0
2,10,18,1.0
2,10,19,1.0
2,11,0,4.98
2,11,1,1.14
2,11,2,1.09
2,11,3,1.02
2,11,4,1.01
2,11,5,1.01
2,11,6,1.01
2,11,7,1.01
2,11,8,1.0
2,11,9,1.0
2,11,10,1.0
2,11,11,1.0
2,11,12,1.0
2,11,13,1.0
2,11,14,1.0
2,11,15,1.0
2,11,16,1.0
2,11,17,1.0
2,11,18,1.0
2,11,19,1.0
2,12,0,4.69
2,12,1,1.14
2,12,2,1.06
2,12,3,1.02
2,12,4,1.01
2,12,5,1.01
2,12,6,1.0
2,12,7,1.0
2,12,8,1.0
2,12,9,1.0
2,12,10,1.0
2,12,11,1.0
2,12,12,1.0
2,12,13,1.0
2,12,14,1.0
2,12,15,1.0
2,12,16,1.0
2,12,17,1.0
2,12,18,1.0
2,12,19,1.0
2,13,0,4.48
2,13,1,1.09
2,13,2,1.04
2,13,3,1.03
2,13,4,1.01
2,13,5,1.01
2,13,6,1.0
2,13,7,1.0
2,13,8,1.0
2,13,9,1.0
2,13,10,1.0
2,13,11,1.0
2,13,12,1.0
2,13,13,1.0
2,13,14,1.0
2,13,15,1.0
2,13,16,1.0
2,13,17,1.0
2,13,18,1.0
2,13,19,1.0
2,14,0,4.63
2,14,1,1.06
2,14,2,1.04
2,14,3,1.0
2,14,4,1.01
2,14,5,1.0
2,14,6,1.02
2,14,7,1.0
2,14,8,1.0
2,14,9,1.0
2,14,10,1.0
2,14,11,1.0
2,14,12,1.0
2,14,13,1.0
2,14,14,1.0
2,14,15,1.0
2,14,16,1.0
2,14,17,1.0
2,14,18,1.0
2,14,19,1.0
2,15,0,4.48
2,15,1,1.02
2,15,2,1.0
2,15,3,1.0
2,15,4,1.0
2,15,5,1.01
2,15,6,1.0
2,15,7,1.0
2,15,8,1.0
2,15,9,1.0
2,15,10,1.0
2,15,11,1.01
2,15,12,1.0
2,15,13,1.0
2,15,14,1.0
2,15,15,1.0
2,15,16,1.0
2,15,17,1.0
2,15,18,1.0
2,15,19,1.0
2,16,0,4.5
2,16,1,1.01
2,16,2,1.0
2,16,3,1.0
2,16,4,1.01
2,16,5,1.0
2,16,6,1.01
2,16,7,1.0
2,16,8,1.0
2,16,9,1.0
2,16,10,1.0
2,16,11,1.0
2,16,12,1.0
2,16,13,1.0
2,16,14,1.0
2,16,15,1.0
2,16,16,1.0
2,16,17,1.0
2,16,18,1.0
2,16,19,1.0
2,17,0,4.38
2,17,1,1.03
2,17,2,1.01
2,17,3,1.0
2,17,4,1.0
2,17,5,1.0
2,17,6,1.0
2,17,7,1.0
2,17,8,1.0
2,17,9,1.0
2,17,10,1.0
2,17,11,1.0
2,17,12,1.0
2,17,13,1.0
2,17,14,1.0
2,17,15,1.0
2,17,16,1.0
2,17,17,1.0
2,17,18,1.0
2,17,19,1.0
2,18,0,4.44
2,18,1,1.01
2,18,2,1.0
2,18,3,1.0
2,18,4,1.01
2,18,5,1.0
2,18,6,1.0
2,18,7,1.0
2,18,8,1.0
2,18,9,1.0
2,18,10,1.0
2,18,11,1.0
2,18,12,1.0
2,18,13,1.0
2,18,14,1.0
2,18,15,1.0
2,18,16,1.0
2,18,17,1.0
2,18,18,1.0
2,18,19,1.0
2,19,0,4.32
2,19,1,1.03
2,19,2,1.01
2,19,3,1.0
2,19,4,1.0
2,19,5,1.0
2,19,6,1.0
2,19,7,1.0
2,19,8,1.0
2,19,9,1.0
2,19,10,1.0
2,19,11,1.0
2,19,12,1.0
2,19,13,1.0
2,19,14,1.0
2,19,15,1.0
2,19,16,1.0
2,19,17,1.0
2,19,18,1.0
2,19,19,1.0
3,0,1,82.79
3,0,2,42.14
3,0,3,22.14
3,0,4,12.63
3,0,5,7.2
3,0,6,4.08
3,0,7,2.69
3,0,8,2.01
3,0,9,1.34
3,0,10,1.26
3,0,11,1.26
3,0,12,1.14
3,0,13,1.09
3,0,14,1.01
3,0,15,1.02
3,0,16,1.0
3,0,17,1.01
3,0,18,1.0
3,0,19,1.0
3,1,0,92.63
3,1,1,46.23
3,1,2,23.54
3,1,3,12.57
3,1,4,6.83
3,1,5,4.02
3,1,6,3.02
3,1,7,1.78
3,1,8,1.37
3,1,9,1.29
3,1,10,1.22
3,1,11,1.15
3,1,12,1.09
3,1,13,1.07
3,1,14,1.0
3,1,15,1.01
3,1,16,1.0
3,1,17,1.0
3,1,18,1.0
3,1,19,1.0
3,2,0,53.37
3,2,1,24.24
3,2,2,13.01
3,2,3,7.0
3,2,4,4.03
3,2,5,2.68
3,2,6,1.93
3,2,7,1.55
3,2,8,1.23
3,2,9,1.18
3,2,10,1.11
3,2,11,1.07
3,2,12,1.03
3,2,13,1.0
3,2,14,1.01
3,2,15,1.01
3,2,16,1.0
3,2,17,1.01
3,2,18,1.0
3,2,19,1.01
3,3,0,31.43
3,3,1,13.15
3,3,2,7.36
3,3,3,4.82
3,3,4,2.7
3,3,5,1.88
3,3,6,1.64
3,3,7,1.34
3,3,8,1.19
3,3,9,1.11
3,3,10,1.07
3,3,11,1.03
3,3,12,1.01
3,3,13,1.01
3,3,14,1.01
3,3,15,1.0
3,3,16,1.0
3,3,17,1.0
3,3,18,1.0
3,3,19,1.0
3,4,0,19.72
3,4,1,8.13
3,4,2,5.1
3,4,3,2.87
3,4,4,2.1
3,4,5,1.47
3,4,6,1.26
3,4,7,1.18
3,4,8,1.06
3,4,9,1.05
3,4,10,1.03
3,4,11,1.02
3,4,12,1.0
3,4,13,1.0
3,4,14,1.0
3,4,15,1.0
3,4,16,1.0
3,4,17,1.0
3,4,18,1.0
3,4,19,1.0
3,5,0,13.23
3,5,1,5.22
3,5,2,3.08
3,5,3,2.15
3,5,4,1.57
3,5,5,1.24
3,5,6,1.2
3,5,7,1.17
3,5,8,1.09
3,5,9,1.02
3,5,10,1.02
3,5,11,1.01
3,5,12,1.0
3,5,13,1.0
3,5,14,1.0
3,5,15,1.0
3,5,16,1.0
3,5,17,1.0
3,5,18,1.0
3,5,19,1.0
3,6,0,8.96
3,6,1,3.23
3,6,2,2.38
3,6,3,1.48
3,6,4,1.37
3,6,5,1.13
3,6,6,1.08
3,6,7,1.07
3,6,8,1.03
3,6,9,1.01
3,6,10,1.0
3,6,11,1.01
3,6,12,1.01
3,6,13,1.01
3,6,14,1.0
3,6,15,1.01
3,6,16,1.0
3,6,17,1.0
3,6,18,1.0
3,6,19,1.0
3,7,0,7.35
3,7,1,2.32
3,7,2,1.65
3,7,3,1.42
3,7,4,1.21
3,7,5,1.13
3,7,6,1.03
3,7,7,1.04
3,7,8,1.03
3,7,9,1.02
3,7,10,1.02
3,7,11,1.0
3,7,12,1.01
3,7,13,1.0
3,7,14,1.0
3,7,15,1.0
3,7,16,1.0
3,7,17,1.0
3,7,18,1.0
3,7,19,1.0
3,8,0,6.14
3,8,1,1.82
3,8,2,1.37
3,8,3,1.19
3,8,4,1.12
3,8,5,1.1
3,8,6,1.04
3,8,7,1.02
3,8,8,1.01
3,8,9,1.02
3,8,10,1.0
3,8,11,1.0
3,8,12,1.0
3,8,13,1.0
3,8,14,1.0
3,8,15,1.0
3,8,16,1.0
3,8,17,1.0
3,8,18,1.0
3,8,19,1.0
3,9,0,6.0
3,9,1,1.52
3,9,2,1.23
3,9,3,1.1
3,9,4,1.03
3,9,5,1.03
3,9,6,1.01
3,9,7,1.02
3,9,8,1.01
3,9,9,1.0
3,9,10,1.0
3,9,11,1.0
3,9,12,1.0
3,9,13,1.0
3,9,14,1.0
3,9,15,1.0
3,9,16,1.0
3,9,17,1.0
3,9,18,1.0
3,9,19,1.0
