filename,num_chunks,num_rows,num_success,run
box.bmp0_RU10.fasta,2370,2372,2088,0
box.bmp0_RU10.fasta,2370,2374,1192,0
box.bmp0_RU10.fasta,2370,2377,2366,0
box.bmp0_RU10.fasta,2370,2379,2375,0
box.bmp0_RU10.fasta,2370,2381,2379,0
box.bmp0_RU10.fasta,2370,2384,2385,0
box.bmp0_RU10.fasta,2370,2386,2387,0
box.bmp0_RU10.fasta,2370,2388,2389,0
box.bmp0_RU10.fasta,2370,2391,2392,0
box.bmp1_RU10.fasta,2370,2372,2078,0
box.bmp1_RU10.fasta,2370,2374,2237,0
box.bmp1_RU10.fasta,2370,2377,2332,0
box.bmp1_RU10.fasta,2370,2379,2349,0
box.bmp1_RU10.fasta,2370,2381,2376,0
box.bmp1_RU10.fasta,2370,2384,2384,0
box.bmp1_RU10.fasta,2370,2386,2387,0
box.bmp1_RU10.fasta,2370,2388,2389,0
box.bmp1_RU10.fasta,2370,2391,2392,0
box.bmp2_RU10.fasta,2370,2372,1196,0
box.bmp2_RU10.fasta,2370,2374,2218,0
box.bmp2_RU10.fasta,2370,2377,2367,0
box.bmp2_RU10.fasta,2370,2379,2377,0
box.bmp2_RU10.fasta,2370,2381,2382,0
box.bmp2_RU10.fasta,2370,2384,2385,0
box.bmp2_RU10.fasta,2370,2386,2387,0
box.bmp2_RU10.fasta,2370,2388,2389,0
box.bmp2_RU10.fasta,2370,2391,2392,0
box.bmp3_RU10.fasta,2370,2372,2065,0
box.bmp3_RU10.fasta,2370,2374,2105,0
box.bmp3_RU10.fasta,2370,2377,2236,0
box.bmp3_RU10.fasta,2370,2379,2352,0
box.bmp3_RU10.fasta,2370,2381,2381,0
box.bmp3_RU10.fasta,2370,2384,2385,0
box.bmp3_RU10.fasta,2370,2386,2384,0
box.bmp3_RU10.fasta,2370,2388,2389,0
box.bmp3_RU10.fasta,2370,2391,2392,0
box.bmp4_RU10.fasta,2370,2372,1794,0
box.bmp4_RU10.fasta,2370,2374,1768,0
box.bmp4_RU10.fasta,2370,2377,2367,0
box.bmp4_RU10.fasta,2370,2379,2361,0
box.bmp4_RU10.fasta,2370,2381,2382,0
box.bmp4_RU10.fasta,2370,2384,2385,0
box.bmp4_RU10.fasta,2370,2386,2387,0
box.bmp4_RU10.fasta,2370,2388,2389,0
box.bmp4_RU10.fasta,2370,2391,2392,0
box.bmp5_RU10.fasta,2370,2372,2073,0
box.bmp5_RU10.fasta,2370,2374,2069,0
box.bmp5_RU10.fasta,2370,2377,2301,0
box.bmp5_RU10.fasta,2370,2379,2371,0
box.bmp5_RU10.fasta,2370,2381,2375,0
box.bmp5_RU10.fasta,2370,2384,2385,0
box.bmp5_RU10.fasta,2370,2386,2387,0
box.bmp5_RU10.fasta,2370,2388,2389,0
box.bmp5_RU10.fasta,2370,2391,2392,0
box.bmp6_RU10.fasta,2370,2372,1760,0
box.bmp6_RU10.fasta,2370,2374,2225,0
box.bmp6_RU10.fasta,2370,2377,2373,0
box.bmp6_RU10.fasta,2370,2379,2379,0
box.bmp6_RU10.fasta,2370,2381,2381,0
box.bmp6_RU10.fasta,2370,2384,2385,0
box.bmp6_RU10.fasta,2370,2386,2387,0
box.bmp6_RU10.fasta,2370,2388,2389,0
box.bmp6_RU10.fasta,2370,2391,2392,0
box.bmp7_RU10.fasta,2370,2372,2108,0
box.bmp7_RU10.fasta,2370,2374,2288,0
box.bmp7_RU10.fasta,2370,2377,2358,0
box.bmp7_RU10.fasta,2370,2379,2376,0
box.bmp7_RU10.fasta,2370,2381,2379,0
box.bmp7_RU10.fasta,2370,2384,2385,0
box.bmp7_RU10.fasta,2370,2386,2387,0
box.bmp7_RU10.fasta,2370,2388,2389,0
box.bmp7_RU10.fasta,2370,2391,2392,0
box.bmp8_RU10.fasta,2370,2372,1738,0
box.bmp8_RU10.fasta,2370,2374,2223,0
box.bmp8_RU10.fasta,2370,2377,2358,0
box.bmp8_RU10.fasta,2370,2379,2378,0
box.bmp8_RU10.fasta,2370,2381,2381,0
box.bmp8_RU10.fasta,2370,2384,2385,0
box.bmp8_RU10.fasta,2370,2386,2387,0
box.bmp8_RU10.fasta,2370,2388,2389,0
box.bmp8_RU10.fasta,2370,2391,2392,0
box.bmp9_RU10.fasta,2370,2372,1181,0
box.bmp9_RU10.fasta,2370,2374,2211,0
box.bmp9_RU10.fasta,2370,2377,2369,0
box.bmp9_RU10.fasta,2370,2379,2358,0
box.bmp9_RU10.fasta,2370,2381,2380,0
box.bmp9_RU10.fasta,2370,2384,2385,0
box.bmp9_RU10.fasta,2370,2386,2387,0
box.bmp9_RU10.fasta,2370,2388,2389,0
box.bmp9_RU10.fasta,2370,2391,2392,0
box.bmp10_RU10.fasta,2370,2372,1774,0
