filename,num_chunks,num_rows,num_success,run
Dorn_RU10.fasta,19,19,10,0
Dorn_RU10.fasta,19,19,10,1
Dorn_RU10.fasta,19,19,9,2
Dorn_RU10.fasta,19,19,7,3
Dorn_RU10.fasta,19,19,10,4
Dorn_RU10.fasta,19,19,9,5
Dorn_RU10.fasta,19,19,8,6
Dorn_RU10.fasta,19,19,8,7
Dorn_RU10.fasta,19,19,10,8
Dorn_RU10.fasta,19,19,10,9
Dorn_RU10.fasta,19,19,11,10
Dorn_RU10.fasta,19,19,11,11
Dorn_RU10.fasta,19,19,13,12
Dorn_RU10.fasta,19,19,9,13
Dorn_RU10.fasta,19,19,10,14
Dorn_RU10.fasta,19,19,9,15
Dorn_RU10.fasta,19,19,11,16
Dorn_RU10.fasta,19,19,8,17
Dorn_RU10.fasta,19,19,14,18
Dorn_RU10.fasta,19,19,8,19
Dorn_RU10.fasta,19,19,11,20
Dorn_RU10.fasta,19,19,6,21
Dorn_RU10.fasta,19,19,15,22
Dorn_RU10.fasta,19,19,9,23
Dorn_RU10.fasta,19,19,9,24
Dorn_RU10.fasta,19,19,2,25
Dorn_RU10.fasta,19,19,11,26
Dorn_RU10.fasta,19,19,11,27
Dorn_RU10.fasta,19,19,10,28
Dorn_RU10.fasta,19,19,9,29
Dorn_RU10.fasta,19,19,9,30
Dorn_RU10.fasta,19,19,11,31
Dorn_RU10.fasta,19,19,9,32
Dorn_RU10.fasta,19,19,13,33
Dorn_RU10.fasta,19,19,12,34
Dorn_RU10.fasta,19,19,7,35
Dorn_RU10.fasta,19,19,10,36
Dorn_RU10.fasta,19,19,13,37
Dorn_RU10.fasta,19,19,2,38
Dorn_RU10.fasta,19,19,10,39
Dorn_RU10.fasta,19,19,10,40
Dorn_RU10.fasta,19,19,8,41
Dorn_RU10.fasta,19,19,10,42
Dorn_RU10.fasta,19,19,7,43
Dorn_RU10.fasta,19,19,8,44
Dorn_RU10.fasta,19,19,2,45
Dorn_RU10.fasta,19,19,15,46
Dorn_RU10.fasta,19,19,10,47
Dorn_RU10.fasta,19,19,9,48
Dorn_RU10.fasta,19,19,9,49
Dorn_RU10.fasta,19,19,7,50
Dorn_RU10.fasta,19,19,7,51
Dorn_RU10.fasta,19,19,12,52
Dorn_RU10.fasta,19,19,13,53
Dorn_RU10.fasta,19,19,10,54
Dorn_RU10.fasta,19,19,7,55
Dorn_RU10.fasta,19,19,10,56
Dorn_RU10.fasta,19,19,12,57
Dorn_RU10.fasta,19,19,13,58
Dorn_RU10.fasta,19,19,6,59
Dorn_RU10.fasta,19,19,2,60
Dorn_RU10.fasta,19,20,14,0
Dorn_RU10.fasta,19,20,16,1
Dorn_RU10.fasta,19,20,16,2
Dorn_RU10.fasta,19,20,13,3
Dorn_RU10.fasta,19,20,11,4
