filename,num_chunks,num_rows,num_success,run
box.bmp0__RU10.fasta,2370,2390,2391,0
box.bmp1__RU10.fasta,2370,2390,2391,0
box.bmp2__RU10.fasta,2370,2390,2391,0
box.bmp3__RU10.fasta,2370,2390,2391,0
box.bmp4__RU10.fasta,2370,2390,2391,0
box.bmp5__RU10.fasta,2370,2390,2391,0
box.bmp6__RU10.fasta,2370,2390,2391,0
box.bmp7__RU10.fasta,2370,2390,2391,0
box.bmp8__RU10.fasta,2370,2390,2391,0
box.bmp9__RU10.fasta,2370,2390,2391,0
box.bmp10__RU10.fasta,2370,2390,2391,0
box.bmp11__RU10.fasta,2370,2390,2391,0
box.bmp12__RU10.fasta,2370,2390,2391,0
box.bmp13__RU10.fasta,2370,2390,2391,0
box.bmp14__RU10.fasta,2370,2390,2391,0
box.bmp15__RU10.fasta,2370,2390,2391,0
box.bmp16__RU10.fasta,2370,2390,2391,0
box.bmp17__RU10.fasta,2370,2390,2391,0
box.bmp18__RU10.fasta,2370,2390,2391,0
box.bmp19__RU10.fasta,2370,2390,2391,0
box.bmp20__RU10.fasta,2370,2390,2391,0
box.bmp21__RU10.fasta,2370,2390,2391,0
box.bmp22__RU10.fasta,2370,2390,2391,0
box.bmp23__RU10.fasta,2370,2390,2391,0
box.bmp24__RU10.fasta,2370,2390,2391,0
box.bmp25__RU10.fasta,2370,2390,2391,0
box.bmp26__RU10.fasta,2370,2390,2391,0
box.bmp27__RU10.fasta,2370,2390,2391,0
box.bmp28__RU10.fasta,2370,2390,2391,0
box.bmp29__RU10.fasta,2370,2390,2391,0
box.bmp30__RU10.fasta,2370,2390,2391,0
box.bmp31__RU10.fasta,2370,2390,2391,0
box.bmp32__RU10.fasta,2370,2390,2391,0
box.bmp33__RU10.fasta,2370,2390,2391,0
box.bmp34__RU10.fasta,2370,2390,2391,0
box.bmp35__RU10.fasta,2370,2390,2391,0
box.bmp36__RU10.fasta,2370,2390,2391,0
box.bmp37__RU10.fasta,2370,2390,2391,0
box.bmp38__RU10.fasta,2370,2390,2391,0
box.bmp39__RU10.fasta,2370,2390,2391,0
box.bmp40__RU10.fasta,2370,2390,2391,0
box.bmp41__RU10.fasta,2370,2390,2391,0
box.bmp42__RU10.fasta,2370,2390,2391,0
box.bmp43__RU10.fasta,2370,2390,2391,0
box.bmp44__RU10.fasta,2370,2390,2391,0
box.bmp45__RU10.fasta,2370,2390,2391,0
box.bmp46__RU10.fasta,2370,2390,2391,0
box.bmp47__RU10.fasta,2370,2390,2391,0
box.bmp48__RU10.fasta,2370,2390,2391,0
box.bmp49__RU10.fasta,2370,2390,2390,0
box.bmp50__RU10.fasta,2370,2390,2391,0
box.bmp51__RU10.fasta,2370,2390,2391,0
box.bmp52__RU10.fasta,2370,2390,2391,0
box.bmp53__RU10.fasta,2370,2390,2391,0
box.bmp54__RU10.fasta,2370,2390,2391,0
box.bmp55__RU10.fasta,2370,2390,2391,0
box.bmp56__RU10.fasta,2370,2390,2391,0
box.bmp57__RU10.fasta,2370,2390,2391,0
box.bmp58__RU10.fasta,2370,2390,2391,0
box.bmp59__RU10.fasta,2370,2390,2391,0
box.bmp60__RU10.fasta,2370,2390,2391,0
box.bmp61__RU10.fasta,2370,2390,2391,0
box.bmp62__RU10.fasta,2370,2390,2391,0
box.bmp63__RU10.fasta,2370,2390,2391,0
box.bmp64__RU10.fasta,2370,2390,2391,0
box.bmp65__RU10.fasta,2370,2390,2391,0
box.bmp66__RU10.fasta,2370,2390,2391,0
box.bmp67__RU10.fasta,2370,2390,2391,0
box.bmp68__RU10.fasta,2370,2390,2391,0
box.bmp69__RU10.fasta,2370,2390,2391,0
box.bmp70__RU10.fasta,2370,2390,2391,0
box.bmp71__RU10.fasta,2370,2390,2391,0
box.bmp72__RU10.fasta,2370,2390,2391,0
box.bmp73__RU10.fasta,2370,2390,2391,0
box.bmp74__RU10.fasta,2370,2390,2391,0
box.bmp75__RU10.fasta,2370,2390,2391,0
box.bmp76__RU10.fasta,2370,2390,2391,0
box.bmp77__RU10.fasta,2370,2390,2391,0
box.bmp78__RU10.fasta,2370,2390,2391,0
box.bmp79__RU10.fasta,2370,2390,2391,0
box.bmp80__RU10.fasta,2370,2390,2391,0
box.bmp81__RU10.fasta,2370,2390,2391,0
box.bmp82__RU10.fasta,2370,2390,2391,0
box.bmp83__RU10.fasta,2370,2390,2391,0
box.bmp84__RU10.fasta,2370,2390,2391,0
box.bmp85__RU10.fasta,2370,2390,2391,0
box.bmp86__RU10.fasta,2370,2390,2391,0
box.bmp87__RU10.fasta,2370,2390,2391,0
box.bmp88__RU10.fasta,2370,2390,2391,0
box.bmp89__RU10.fasta,2370,2390,2391,0
box.bmp90__RU10.fasta,2370,2390,2391,0
box.bmp91__RU10.fasta,2370,2390,2391,0
box.bmp92__RU10.fasta,2370,2390,2391,0
box.bmp93__RU10.fasta,2370,2390,2391,0
box.bmp94__RU10.fasta,2370,2390,2391,0
box.bmp95__RU10.fasta,2370,2390,2391,0
box.bmp96__RU10.fasta,2370,2390,2391,0
box.bmp97__RU10.fasta,2370,2390,2391,0
box.bmp98__RU10.fasta,2370,2390,2391,0
box.bmp99__RU10.fasta,2370,2390,2391,0
